category,name,description,price,calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo with Chicken & Kids Original Lemon Ice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Whole Grain Rotini:Kids Whole Grain Rotini No Sauce & Kids Strawberry Lemon Ice,Kids Whole Grain Rotini with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo with Chicken & Kids Strawberry Lemon Ice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
New Items and Specials,Smoky Bacon Breadstick Bites,A cheesy pull-apart breadstick made with Mozzarella and Chopped Bacon. Served with Smoky Gouda dipping sauce.,$2.99 ,680 Calories
New Items and Specials,Smoky Bacon Pasta Bake,"Orecchiette pasta topped with a creamy, smoky gouda sauce and chopped bacon, then baked with gouda and mozzarella cheeses.",$5.99 ,850 Calories
New Items and Specials,Blackened Chicken Caesar Salad,"Romaine lettuce topped with grape tomatoes, chopped bacon, blackened chicken, shaved Parmesan and croutons.",$7.89 ,590 Calories
New Items and Specials,S’mores Breadstick Bites,"Shareable dessert made from Fazoli’s breadsticks tossed in brown sugar, cinnamon, graham cracker crumbs and topped with toasted marshmallows and melted chocolate.",$2.99 ,1020 Calories
Pasta Samplers,Classic Sampler,"Fettuccine Alfredo, Lasagna with Meat Sauce and Spaghetti and Meatball.",$7.99 ,820 Calories
Pasta Samplers,Oven-Baked Classic Sampler,"Fettuccine Alfredo, Lasagna with Meat Sauce, Spaghetti and Meatball baked with Mozzarella & Provolone Cheeses.",$8.49 ,930 Calories
Pasta Samplers,Ultimate Sampler,"Fettuccine Alfredo, Penne with Meat Sauce, Spaghetti and Meatball, Lasagna with Meat Sauce.",$8.49 ,1050 Calories
Pizzas,"Cheese Pizza, Double Slice",2 Slices of Pizza Topped with Fazoli's Pizza Sauce and a blend of Mozzarella and Provolone Cheeses.,$5.29 ,560 Calories
Pizzas,"Pepperoni Pizza, Double Slice","2 Slices of Pizza Topped with Fazoli's Pizza Sauce, Pepperoni and a blend of Mozzarella and Provolone Cheeses.",$5.29 ,590 Calories
Pizzas,Whole Cheese Pizza,Topped with Fazoli's Pizza Sauce and a blend of Mozzarella and Provolone Cheeses. Includes 8 Breadsticks.,$12.99 ,280-2240 Calories
Pizzas,Whole Pepperoni Pizza,"Topped with Fazoli's Pizza Sauce, Pepperoni and a blend of Mozzarella and Provolone Cheeses. Includes 8 Breadsticks.",$12.99 ,290-2320 Calories
Sides + Extras,Make it a Meal:Side House Salad & Small Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side House Salad & Medium Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side House Salad & Large Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Add a Veggie:Side of Garlic Roasted Mushrooms,Add an extra portion of veggies,,
Sides + Extras,Add a Veggie:Side of Marinated Tomatoes,Add an extra portion of veggies,,
Sides + Extras,Make it a Meal:Side House Salad & Apple Juice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side House Salad & Bottled Water,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side House Salad & Chocolate Milk,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Add a Veggie:Side of Parmesan Roasted Broccoli,Add an extra portion of veggies,,
Sides + Extras,Add a Meat:Side of Bacon,Add an extra side of meat,,
Sides + Extras,Add a Meat:Side of House Roasted Chicken,Add an extra side of meat,,
Sides + Extras,Make it a Meal:Side House Salad & Milk,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side House Salad & Original Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side House Salad & Blue Raspberry Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Two Extra Breadsticks,Two Extra Signature Garlic Breadsticks,$1.29 ,260 Calories
Sides + Extras,Add a Meat:Side of Italian Sausage,Add an extra side of meat,,
Sides + Extras,Make it a Meal:Side House Salad & Strawberry Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side Caesar Salad & Small Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side Caesar Salad & Medium Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Six Extra Breadsticks,Six Extra Signature Garlic Breadsticks,$3.29 ,780 Calories
Sides + Extras,Add a Meat:Side of Meatballs,Add an extra side of meat,,
Sides + Extras,Make it a Meal:Side Caesar Salad & Large Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Twelve Extra Breadsticks,Twelve Extra Signature Garlic Breadsticks,$5.29 ,1560 Calories
Sides + Extras,Add a Meat:Side of Spicy Sausage,Add an extra side of meat,,
Sides + Extras,Make it a Meal:Side Caesar Salad & Apple Juice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side Caesar Salad & Bottled Water,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Side of Sauce:Side of Alfredo Sauce,,$0.50 ,
Sides + Extras,Make it a Meal:Side Caesar Salad & Chocolate Milk,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Family Side of Sauce:Family Side of Alfredo,,$3.00 ,
Sides + Extras,Side of Sauce:Side of Marinara Sauce,,$0.50 ,
Sides + Extras,Make it a Meal:Side Caesar Salad & Milk,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side Caesar Salad & Original Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Family Side of Sauce:Family Side of Creamy Basil,,$3.00 ,
Sides + Extras,House Side Salad:No Dressing,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,
Sides + Extras,Side of Sauce:Side of Meat Sauce,,$0.50 ,
Sides + Extras,Make it a Meal:Side Caesar Salad & Blue Raspberry Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Side Caesar Salad & Strawberry Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Caesar Side Salad:Signature Caesar,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,
Sides + Extras,Family Side of Sauce:Family Side of Meat Sauce,,$3.00 ,
Sides + Extras,Family Side of Sauce:Family Side of Marinara,,$3.00 ,
Sides + Extras,House Side Salad:Buttermilk Ranch,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,
Sides + Extras,House Side Salad:Fat Free Italian,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,
Sides + Extras,House Side Salad:French,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,
Sides + Extras,Side of Sauce:Side of Garlic Butter,,$0.50 ,
Sides + Extras,Side of Sauce:Side of Creamy Basil Sauce,,$0.50 ,
Sides + Extras,Side of Sauce:Side of Spicy Tomato Pepper Sauce,,$0.50 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Small Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Medium Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Large Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Caesar Side Salad:Buttermilk Ranch,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,
Sides + Extras,Family Side of Sauce:Family Side of Spicy Tomato Pepper,,$3.00 ,
Sides + Extras,House Side Salad:House Italian,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Apple Juice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Caesar Side Salad:Fat Free Italian,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,
Sides + Extras,Caesar Side Salad:French,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,
Sides + Extras,Family Side of Sauce:Family Side of Garlic Butter,,$3.00 ,
Sides + Extras,House Side Salad:Red Wine Balsamic Vinaigrette,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Bottled Water,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Caesar Side Salad:House Italian,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,
Sides + Extras,House Side Salad:Signature Caesar,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Chocolate Milk,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Caesar Side Salad:Red Wine Vinaigrette,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Milk,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Original Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Blue Raspberry Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Cheese Pizza & Strawberry Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Small Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Medium Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Large Soft Drink,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Apple Juice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Bottled Water,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Chocolate Milk,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Milk,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Original Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Blue Raspberry Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Sides + Extras,Make it a Meal:Pepperoni Pizza & Strawberry Lemon Italian Ice,Add a Small Drink & Pizza Slice or House/Caesar Side Salad to Any Entree.,$3.99 ,
Signature Bakes,Penne Creamy Basil Chicken,"Chicken, Roasted Grape Tomatoes, Alfredo Sauce, Creamy Basil Sauce, Mozzarella, Provolone and Parmesan Cheeses.",$8.49 ,840 Calories
Signature Bakes,Chicken Broccoli Penne,"Chicken, Broccoli, Roasted Grape Tomatoes, Alfredo Sauce, Mozzarella, Provolone and Parmesan Cheeses.",$8.49 ,800 Calories
Signature Bakes,Spicy Sausage Penne,"Penne covered in Spicy Tomato Pepper sauce with Spicy Sausage, Garlic-Roasted Mushrooms, Fresh Spinach, Crushed Calabrian Pepper, Mozzarella and Provolone Cheeses.",$8.49 ,740 Calories
Signature Bakes,Spicy Penne with Chicken,"Penne covered in Spicy Tomato Pepper Sauce, with Roasted Chicken, Fresh Spinach, Crushed Calabrian Pepper, Garlic Roasted Mushroom, Mozzarella and Provolone Cheeses.",$8.49 ,670 Calories
Signature Bakes,Chicken Parmigiano,"Spaghetti covered in Marinara Sauce with Crispy Chicken Breast covered with Alfredo Sauce, Mozzarella and Provolone Cheeses and baked.",$8.49 ,810 Calories
Specialty Pastas,Three Cheese Tortellini,"Tortellini Pasta stuffed with Ricotta, Parmesan, and Romano Cheeses, topped with Oven-Roasted Chicken, Bacon, Peas, and Roasted Grape Tomatoes and finished with shaved Parmesan cheese.",$8.49 ,840 Calories
Specialty Pastas,Chicken Carbonara,"Spaghetti topped with creamy Alfredo sauce with hand-chopped bacon, roasted chicken, Parmesan-roasted broccoli, and peas.  Topped with freshly ground black pepper and Parmesan cheese.",$8.49 ,880 Calories
Specialty Pastas,Ultimate Spaghetti,"Marinara, Meatballs, Sausage, Bacon, Garlic-Roasted Mushrooms",$8.49 ,920 Calories
Specialty Pastas,Ultimate Fettuccine,"Alfredo Sauce, Chicken, Bacon, Garlic-Roasted Mushrooms, Broccoli",$8.49 ,900 Calories
Subs + Salads,The Primo Italiano,"Genoa Salami, seasoned Capicola, and baked Ham with sliced Mozzarella, tomatoes, red onion, shredded lettuce and pepperoncini topped with Red Wine Balsamic Vinaigrette served on a toasted Garlic Roll.",$7.49 ,840 Calories
Subs + Salads,Meatball da Vinci,"Fazoli's Famous Meatballs, Pepperoni, and melted sliced Mozzarella cheese on a toasted Garlic Roll.",$7.49 ,920 Calories
Subs + Salads,Turkey Club Classico,"Smoked Turkey, baked Ham, Bacon, sliced Mozzarella, Tomato, Red Onion, Shredded Lettuce and Parmesan Peppercorn Ranch on a toasted Garlic Roll.",$7.49 ,720 Calories
Subs + Salads,Chicken Bacon Caesar,"Romaine topped with Oven-Roasted chicken, Bacon, Vine-Ripened Grape Tomatoes, and Shaved Parmesan in our Signature Caesar dressing.",$7.89 ,750 Calories
Subs + Salads,House Side Salad:No Dressing,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,40-240 Calories
Subs + Salads,House Side Salad:Buttermilk Ranch,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,40-240 Calories
Subs + Salads,Caesar Side Salad:Signature Caesar,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,80 Calories
Subs + Salads,House Side Salad:Fat Free Italian,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,40-240 Calories
Subs + Salads,Caesar Side Salad:Buttermilk Ranch,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,80 Calories
Subs + Salads,House Side Salad:French,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,40-240 Calories
Subs + Salads,Caesar Side Salad:Fat Free Italian,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,80 Calories
Subs + Salads,House Side Salad:House Italian,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,40-240 Calories
Subs + Salads,Caesar Side Salad:French,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,80 Calories
Subs + Salads,House Side Salad:Red Wine Balsamic Vinaigrette,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,40-240 Calories
Subs + Salads,House Side Salad:Signature Caesar,"Romaine lettuce blend topped with Grape Tomatoes, Shredded Mozzarella and Cheddar, Red Cabbage, Shredded Carrots, served with your choice of dressing.",$2.79 ,40-240 Calories
Subs + Salads,Caesar Side Salad:House Italian,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,80 Calories
Subs + Salads,Caesar Side Salad:Red Wine Vinaigrette,Romaine topped with shaved Parmesan and crunchy Focaccia croutons. Served with our Signature Caesar dressing.,$2.79 ,80 Calories
Vegetarian Options,Baked Spaghetti,"Spaghetti with Marinara Sauce loaded with Mozzarella Cheese and baked to a golden, bubbly perfection.",$7.49 ,580 Calories
Vegetarian Options,Spaghetti with Marinara,,$6.89 ,320-510 Calories
Vegetarian Options,Fettuccine with Alfredo,,$6.89 ,430-690 Calories
Vegetarian Options,"Cheese Pizza, Double Slice",2 Slices of Pizza Topped with Fazoli's Pizza Sauce and a blend of Mozzarella and Provolone Cheeses.,$5.29 ,560 Calories
Vegetarian Options,Whole Cheese Pizza,Topped with Fazoli's Pizza Sauce and a blend of Mozzarella and Provolone Cheeses. Includes 8 Breadsticks.,$12.99 ,280-2240 Calories
Vegetarian Options,House Side Salad:No Dressing,"Romaine lettuce blend topped with grape tomatoes, red onion and shredded Mozzarella Cheese. Served with your choice of dressing.",$2.79 ,40-240 Calories
Vegetarian Options,House Side Salad:Buttermilk Ranch,"Romaine lettuce blend topped with grape tomatoes, red onion and shredded Mozzarella Cheese. Served with your choice of dressing.",$2.79 ,40-240 Calories
Vegetarian Options,House Side Salad:Fat Free Italian,"Romaine lettuce blend topped with grape tomatoes, red onion and shredded Mozzarella Cheese. Served with your choice of dressing.",$2.79 ,40-240 Calories
Vegetarian Options,House Side Salad:French,"Romaine lettuce blend topped with grape tomatoes, red onion and shredded Mozzarella Cheese. Served with your choice of dressing.",$2.79 ,40-240 Calories
Vegetarian Options,House Side Salad:House Italian,"Romaine lettuce blend topped with grape tomatoes, red onion and shredded Mozzarella Cheese. Served with your choice of dressing.",$2.79 ,40-240 Calories
Vegetarian Options,House Side Salad:Red Wine Balsamic Vinaigrette,"Romaine lettuce blend topped with grape tomatoes, red onion and shredded Mozzarella Cheese. Served with your choice of dressing.",$2.79 ,40-240 Calories
Vegetarian Options,House Side Salad:Signature Caesar,"Romaine lettuce blend topped with grape tomatoes, red onion and shredded Mozzarella Cheese. Served with your choice of dressing.",$2.79 ,40-240 Calories
